 0.0000          1.000000          0.000000
 0.1200          1.000000         -0.235202
 0.2400          0.957664         -0.470402
 0.3600          0.887103         -0.690666
 0.4800          0.791008         -0.891015
 0.6000          0.672065         -1.065759
 0.7200          0.533689         -1.209841
 0.8400          0.379864         -1.319092
 0.9600          0.215018         -1.390346
 1.0800          0.043901         -1.421532
 1.2000         -0.128554         -1.411734
 1.3200         -0.297374         -1.361217
 1.4400         -0.457689         -1.271422
 1.5600         -0.604872         -1.144920
 1.6800         -0.734673         -0.985345
 1.8000         -0.843340         -0.797286
 1.9200         -0.927730         -0.586153
 2.0400         -0.985401         -0.358027
 2.1600         -1.014676         -0.119478
 2.2800         -1.014701          0.122616
 2.4000         -0.985461          0.361277
 2.5200         -0.927788          0.589619
 2.6400         -0.843334          0.801052
 2.7600         -0.734521          0.989473
 2.8800         -0.604480          1.149436
 3.0000         -0.456949          1.276316
 3.1200         -0.296179          1.366441
 3.2400         -0.126798          1.417196
 3.3600          0.046311          1.427100
 3.4800          0.218157          1.395850
 3.6000          0.383784          1.324330
 3.7200          0.538412          1.214586
 3.8400          0.677578          1.069768
 3.9600          0.797261          0.894036
 4.0800          0.894001          0.692445
 4.2000          0.964999          0.470799
 4.3200          1.008196          0.235482
 4.4400          1.022335         -0.006726
 4.5600          1.006996         -0.248842
 4.6800          0.962608         -0.483883
 4.8000          0.890439         -0.705068
 4.9200          0.792560         -0.906013
 5.0400          0.671782         -1.080912
 5.1600          0.531578         -1.224712
 5.2800          0.375985         -1.333251
 5.4000          0.209483         -1.403385
 5.5200          0.036868         -1.433074
 5.6400         -0.136882         -1.421446
 5.7600         -0.306758         -1.368819
 5.8800         -0.467858         -1.276692
 6.0000         -0.615534         -1.147706
 6.1200         -0.745519         -0.985566
 6.2400         -0.854059         -0.794933
 6.3600         -0.938013         -0.581295
 6.4800         -0.994950         -0.350801
 6.6000         -1.023217         -0.110093
 6.7200         -1.021985          0.133892
 6.8400         -0.991279          0.374118
 6.9600         -0.931971          0.603656
 7.0800         -0.845761          0.815881
 7.2000         -0.735121          1.004665
 7.3200         -0.603234          1.164555
 7.4400         -0.453894          1.290925
 7.5600         -0.291401          1.380119
 7.6800         -0.120435          1.429547
 7.8000          0.054076          1.437768
 7.9200          0.227101          1.404527
 8.0400          0.393650          1.330765
 8.1600          0.548916          1.218592
 8.2800          0.688417          1.071228
 8.4000          0.808122          0.892907
