 0.0000          1.000000          0.000000
 0.1200          1.000000         -0.235200
 0.2400          0.971776         -0.470400
 0.3600          0.915328         -0.698962
 0.4800          0.831453         -0.914247
 0.6000          0.721743         -1.109804
 0.7200          0.588566         -1.279558
 0.8400          0.435019         -1.417989
 0.9600          0.264861         -1.520306
 1.0800          0.082424         -1.582601
 1.2000         -0.107488         -1.601987
 1.3200         -0.299726         -1.576706
 1.4400         -0.488931         -1.506210
 1.5600         -0.669676         -1.391214
 1.6800         -0.836622         -1.233706
 1.8000         -0.984667         -1.036932
 1.9200         -1.109099         -0.805339
 2.0400         -1.205739         -0.544479
 2.1600         -1.271077         -0.260889
 2.2800         -1.302383          0.038068
 2.4000         -1.297815          0.344389
 2.5200         -1.256488          0.649635
 2.6400         -1.178532          0.945161
 2.7600         -1.065113          1.222352
 2.8800         -0.918431          1.472866
 3.0000         -0.741687          1.688881
 3.1200         -0.539021          1.863326
 3.2400         -0.315422          1.990104
 3.3600         -0.076609          2.064291
 3.4800          0.171106          2.082309
 3.6000          0.420983          2.042065
 3.7200          0.666031          1.943050
 3.8400          0.899197          1.786400
 3.9600          1.113564          1.574909
 4.0800          1.302554          1.312999
 4.2000          1.460113          1.006638
 4.3200          1.580910          0.663219
 4.4400          1.660496          0.291389
 4.5600          1.695463         -0.099159
 4.6800          1.683564         -0.497932
 4.8000          1.623812         -0.893906
 4.9200          1.516543         -1.275827
 5.0400          1.363444         -1.632518
 5.1600          1.167542         -1.953200
 5.2800          0.933158         -2.227806
 5.4000          0.665821         -2.447284
 5.5200          0.372147         -2.603886
 5.6400          0.059681         -2.691415
 5.7600         -0.263289         -2.705451
 5.8800         -0.587943         -2.643526
 6.0000         -0.905166         -2.505242
 6.1200         -1.205795         -2.292346
 6.2400         -1.480877         -2.008744
 6.3600         -1.721926         -1.660441
 6.4800         -1.921179         -1.255444
 6.6000         -2.071832         -0.803583
 6.7200         -2.168262         -0.316288
 6.8400         -2.206217          0.193687
 6.9600         -2.182975          0.712590
 7.0800         -2.097464          1.226025
 7.2000         -1.950341          1.719349
 7.3200         -1.744019          2.178069
 7.4400         -1.482651          2.588262
 7.5600         -1.172059          2.936981
 7.6800         -0.819622          3.212650
 7.8000         -0.434104          3.405425
 7.9200         -0.025453          3.507526
 8.0400          0.395450          3.513512
 8.1600          0.817072          3.420502
 8.2800          1.227532          3.228327
 8.4000          1.614931          2.939611
 8.5200          1.967685          2.559779
 8.6400          2.274858          2.096980
 8.7600          2.526496          1.561934
 8.8800          2.713928          0.967702
 9.0000          2.830052          0.329386
 9.1200          2.869578         -0.336242
 9.2400          2.829229         -1.011167
 9.3600          2.707889         -1.676602
 9.4800          2.506697         -2.313498
 9.6000          2.229078         -2.903073
 9.7200          1.880709         -3.427352
 9.8400          1.469427         -3.869695
 9.9600          1.005063         -4.215304
10.0800          0.499227         -4.451695
10.2000         -0.034977         -4.569113
10.3200         -0.583270         -4.560887
10.4400         -1.130577         -4.423702
10.5600         -1.661421         -4.157790
10.6800         -2.160356         -3.767024
10.8000         -2.612398         -3.258909
10.9200         -3.003467         -2.644472
11.0400         -3.320804         -1.938057
11.1600         -3.553371         -1.157004
11.2800         -3.692211         -0.321251
11.4000         -3.730762          0.547157
11.5200         -3.665103          1.424632
11.6400         -3.494147          2.286664
11.7600         -3.219747          3.108487
11.8800         -2.846729          3.865772
12.0000         -2.382836          4.535322
12.1200         -1.838597          5.095765
12.2400         -1.227105          5.528203
12.3600         -0.563721          5.816818
